mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.12579965591430664,0.012347997808900554,0.0037999629974365236,0.00040188110094441714,0.01,{'C': 0.01},0.3017241379310345,0.3064748201438849,0.29640287769784174,0.2805755395683453,0.2906474820143885,0.295164971471099,0.009008074019603142,3
0.3047957897186279,0.014761964743209007,0.0030001163482666015,1.9109215650094867e-06,0.5,{'C': 0.5},0.3505747126436782,0.3726618705035971,0.37410071942446044,0.35827338129496406,0.35683453237410073,0.3624890432481601,0.00927376957524391,2
0.3716010093688965,0.010460833642422248,0.0031992435455322266,0.00039952288961738006,1,{'C': 1},0.34770114942528735,0.38273381294964026,0.37841726618705035,0.3539568345323741,0.35683453237410073,0.3639287190936905,0.01397604762489802,1
